Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Desmond Fitzgerald,Cumann na nGaedheal,9227,0.1278,1.15,0,3,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Sean Brady,Fianna Fail,5658,0.0784,0.71,6,Elected (awaiting update),4,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Seán MacEntee,Fianna Fail,5954,0.0825,0.74,0,5,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Batt O'Connor,Cumann na nGaedheal,2057,0.0285,0.26,0,6,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
John Good,Non party/Independent,3679,0.051,0.46,0,7,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Joseph Murphy,Non party/Independent,4207,0.0583,0.52,0,8,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Patrick Belton,Non party/Independent,3922,0.054299999999999994,0.49,0,,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Joseph O'Neill,Cumann na nGaedheal,2352,0.0326,0.29,0,,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Thomas Johnson,Labour,3626,0.050199999999999995,0.45,0,,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
James Larkin Jnr,Irish Workers League,2126,0.0294,0.26,0,,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
Robert Brennan,Fianna Fail,3591,0.049699999999999994,0.45,0,,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
General Richard Mulcahy,Cumann na nGaedheal,14597,0.22390000000000002,2.01,1,Made Quota,1,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
Alfie Byrne,Non party/Independent,11864,0.182,1.64,2,Made Quota,2,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
Jim Larkin Snr,Irish Workers League,7490,0.1149,1.03,3,Made Quota,3,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Seán T O'Kelly,Fianna Fail,6958,0.1067,0.96,7,Made Quota,4,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
John Byrne,Cumann na nGaedheal,2935,0.045,0.41,12,Made Quota,5,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
Margaret Collins O'Driscoll,Cumann na nGaedheal,2274,0.0349,0.31,12,Elected,6,Female,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
Patrick Leonard,Cumann na nGaedheal,2068,0.0317,0.29,12,Elected,7,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Eamonn Cooney,Fianna Fail,3477,0.0533,0.48,12,Elected,8,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Kathleen Clarke,Fianna Fail,3694,0.0567,0.51,(12),Not Elected,,Female,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
Laurence O'Neill,Non party/Independent,1755,0.0269,0.24,(11),Eliminated,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Denis Cullen,Labour,2044,0.0313,0.28,(10),Eliminated,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,TD
William O'Hara,Cumann na nGaedheal,1705,0.026099999999999998,0.24,(9),Eliminated,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Padraic Fleming,Fianna Fail,2391,0.036699999999999997,0.33,(8),Eliminated,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
William Larkin,Tenants' Association,832,0.0128,0.11,(6),Lost Deposit,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Thomas O'Driscoll,National League,453,0.0069,0.06,(5),Lost Deposit,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Thomas O'Reilly,Labour,665,0.0102,0.09,(4),Lost Deposit,,Male,1927-09-15,94370,16,8,Dublin North,Baile Atha Cliath Thuaidh,7245,
Seán Lemass,Fianna Fail,11240,0.20670000000000002,1.65,0,1,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Thomas Hennessy,Cumann na nGaedheal,9400,0.1729,1.38,0,2,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
James Beckett,Cumann na nGaedheal,7362,0.1354,1.08,0,3,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Robert Briscoe,Fianna Fail,5570,0.1024,0.82,0,4,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Myles Keogh,Cumann na nGaedheal,3522,0.06480000000000001,0.52,0,5,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Peadar Doyle,Cumann na nGaedheal,4642,0.08539999999999999,0.68,0,6,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Frank Kerlin,Fianna Fail,1320,0.024300000000000002,0.19,0,7,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Thomas Lawlor,Labour,3662,0.0674,0.54,0,,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
John Lawlor,Non party/Independent,2857,0.0525,0.42,0,,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Vincent Rice,Cumann na nGaedheal,3678,0.0676,0.54,0,,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Andrew Clerkin,Fianna Fail,1116,0.020499999999999997,0.16,0,,,Male,1927-09-15,not available,11,7,Dublin South,Baile Atha Cliath Theas,6797,
Thomas Derrig,Fianna Fail,11848,0.252,1.51,0,1,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,TD
Desmond Fitzgerald,Cumann na nGaedheal,8672,0.1844,1.11,0,2,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Seán Gibbons,Fianna Fail,4749,0.10099999999999999,0.61,0,3,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Francis Humphreys,Fianna Fail,4629,0.0984,0.59,0,4,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Denis Gorey,Cumann na nGaedheal,2799,0.059500000000000004,0.36,0,5,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
James Pattison,Labour,4105,0.0873,0.52,0,,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Edward Doyle,Non party/Independent,2540,0.054000000000000006,0.32,0,,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
James Hughes,Cumann na nGaedheal,4272,0.0909,0.55,0,,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Thomas Bolger,Non party/Independent,718,0.015300000000000001,0.09,0,,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Richard Holohan,Non party/Independent,2688,0.0572,0.34,0,,,Male,1932-02-16,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7837,
Michael Sheridan,Fianna Fail,8183,0.22469999999999998,1.12,0,1,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
Paddy Smith,Fianna Fail,7154,0.19640000000000002,0.98,0,2,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
John O'Hanlon,Non party/Independent,7281,0.1999,1.00,0,3,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
John O'Reilly,Cumann na nGaedheal,5023,0.1379,0.69,0,4,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
Patrick Baxter,Cumann na nGaedheal,2697,0.0741,0.37,0,,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
John Cole,Non party/Independent,6083,0.16699999999999998,0.84,0,,,Male,1932-02-16,not available,6,4,Cavan,(Ulster),7285,
Eamon de Valera,Fianna Fail,12504,0.30210000000000004,1.81,0,1,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Patrick Hogan,Labour,5701,0.1377,0.83,0,2,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Seán O'Grady,Fianna Fail,4002,0.0967,0.58,0,3,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Martin Sexton,Fianna Fail,5444,0.1315,0.79,0,4,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Patrick Burke,Cumann na nGaedheal,5254,0.12689999999999999,0.76,0,5,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Patrick Kelly,Cumann na nGaedheal,4301,0.1039,0.62,0,,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Patrick Houlihan,Fianna Fail,2408,0.0582,0.35,0,,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
Hubert Hunt,Cumann na nGaedheal,1783,0.0431,0.26,0,,,Male,1932-02-16,not available,8,5,Clare,An Clar,6900,
W T Cosgrave,Cumann na nGaedheal,18125,0.3677,2.21,0,1,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Thomas Dowdall,Fianna Fail,10058,0.204,1.22,0,2,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Hugo Flinn,Fianna Fail,3235,0.06559999999999999,0.39,0,3,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Richard Anthony,Non party/Independent,4844,0.0983,0.59,0,4,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
William Desmond,Cumann na nGaedheal,1395,0.028300000000000002,0.17,0,5,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Jeremiah Hurley,Labour,5058,0.1026,0.62,0,,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Seán O'Leary,Fianna Fail,1337,0.0271,0.16,0,,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Humphrey Kelleher,Fianna Fail,3046,0.061799999999999994,0.37,0,,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
Alexander Healy,Cumann na nGaedheal,818,0.0166,0.10,0,,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
John Horgan,Cumann na nGaedheal,1380,0.027999999999999997,0.17,0,,,Male,1932-02-16,not available,10,5,Cork Borough,(Munster),8217,
William Broderick,Cumann na nGaedheal,5453,0.1376,0.83,0,1,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
John Daly,Cumann na nGaedheal,4477,0.113,0.68,0,2,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Brook Brasier,Non party/Independent,4245,0.10710000000000001,0.64,0,3,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Patrick Murphy,Fianna Fail,5518,0.1393,0.84,0,4,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Martin Corry,Fianna Fail,4939,0.1246,0.75,0,5,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Eamonn Lynch,Labour,2154,0.054400000000000004,0.33,0,,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Edmond Carey,Cumann na nGaedheal,3519,0.0888,0.53,0,,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
David O'Gorman,Farmers,1746,0.0441,0.26,0,,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Michael Hennessy,Cumann na nGaedheal,2703,0.0682,0.41,0,,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
William Kent,Fianna Fail,4870,0.1229,0.74,0,,,Male,1932-02-16,not available,10,5,Cork East,Corcaigh Thoir,6605,
Seán Moylan,Fianna Fail,6238,0.2232,0.89,0,1,,Male,1932-02-16,not available,5,3,Cork North,(Munster),6987,
Daniel O'Leary,Cumann na nGaedheal,6133,0.2195,0.88,0,2,,Male,1932-02-16,not available,5,3,Cork North,(Munster),6987,
Daniel Vaughan,Farmers,6408,0.2293,0.92,0,3,,Male,1932-02-16,not available,5,3,Cork North,(Munster),6987,
Daniel Hinchin,Labour,3854,0.1379,0.55,0,,,Male,1932-02-16,not available,5,3,Cork North,(Munster),6987,
Daniel Corkery,Fianna Fail,5314,0.19010000000000002,0.76,0,,,Male,1932-02-16,not available,5,3,Cork North,(Munster),6987,
Timothy Murphy,Labour,7257,0.1771,1.06,0,1,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Eamonn O'Neill,Cumann na nGaedheal,5715,0.13949999999999999,0.84,0,2,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Jasper Wolfe,Non party/Independent,5757,0.1405,0.84,0,3,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Timothy O'Donovan,Farmers,5310,0.12960000000000002,0.78,0,4,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Raphael Keyes,Fianna Fail,5005,0.1222,0.73,0,5,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Jeremiah Galvin,Fianna Fail,5060,0.1235,0.74,0,,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Eugene McCarthy,Fianna Fail,2393,0.0584,0.35,0,,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Timothy Sheehy,Cumann na nGaedheal,4476,0.1092,0.66,0,,,Male,1932-02-16,not available,8,5,Cork West,(Munster),6829,
Major James Myles,Non party/Independent,10077,0.1555,1.40,0,1,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
James Dillon,Non party/Independent,7645,0.11789999999999999,1.06,0,2,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Neal Blaney,Fianna Fail,7416,0.1144,1.03,0,3,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Daniel McMenamin,Cumann na nGaedheal,4050,0.0625,0.56,0,4,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
John White,Cumann na nGaedheal,4654,0.0718,0.65,0,5,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Eugene Doherty,Cumann na nGaedheal,4313,0.0665,0.60,0,6,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Frank Carney,Fianna Fail,3874,0.059800000000000006,0.54,0,7,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Brian Brady,Fianna Fail,4955,0.0764,0.69,0,8,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Patrick Doherty,Fianna Fail,3370,0.052000000000000005,0.47,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Michael McFadden,Cumann na nGaedheal,3737,0.057699999999999994,0.52,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Hugh Doherty,Fianna Fail,4691,0.0724,0.65,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Charles Sweeney,Labour,733,0.0113,0.10,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Archie J Cassidy,Labour,2506,0.0387,0.35,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Hugh Law,Cumann na nGaedheal,2795,0.0431,0.39,0,,,Male,1932-02-16,not available,14,8,Donegal,(Ulster),7202,
Henry Dockrell,Cumann na nGaedheal,11332,0.1404,1.26,1,Made Quota,1,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Seán MacEntee,Fianna Fail,10496,0.1301,1.17,1,Made Quota,2,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Thomas Finlay,Cumann na nGaedheal,9096,0.1127,1.01,1,Made Quota,3,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Sean Brady,Fianna Fail,8386,0.1039,0.94,3,Elected (awaiting update),4,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Batt O'Connor,Cumann na nGaedheal,6804,0.0843,0.76,0,5,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
John Good,Non party/Independent,7048,0.0874,0.79,0,6,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
General Gerald O'Sullivan,Cumann na nGaedheal,4668,0.0579,0.52,0,7,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Patrick Curran,Labour,2768,0.034300000000000004,0.31,0,8,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
John Devitt,Labour,2093,0.0259,0.23,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Pádraic O Máille,Fianna Fail,2195,0.027200000000000002,0.24,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Joseph Murphy,Non party/Independent,2548,0.0316,0.28,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Richard Duke,Fianna Fail,1262,0.015600000000000001,0.14,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
John Cuffe,Non party/Independent,2607,0.0323,0.29,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
William Crawford,Non party/Independent,3194,0.039599999999999996,0.36,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Thomas O'Donnell,Fianna Fail,756,0.009399999999999999,0.08,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
John O'Connor,Cumann na nGaedheal,2308,0.0286,0.26,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Robert Tynan,Labour,1242,0.0154,0.14,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
James Ennis,Cumann na nGaedheal,1881,0.0233,0.21,0,,,Male,1932-02-16,115156,18,8,Dublin County,Baile Atha Cliath,8965,
Alfie Byrne,Non party/Independent,18170,0.25429999999999997,2.29,0,1,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
General Richard Mulcahy,Cumann na nGaedheal,9477,0.1326,1.19,0,2,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Seán T O'Kelly,Fianna Fail,9176,0.1284,1.16,0,3,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Oscar Traynor,Fianna Fail,7850,0.10980000000000001,0.99,0,4,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Margaret Collins O'Driscoll,Cumann na nGaedheal,2715,0.038,0.34,0,5,,Female,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Eamonn Cooney,Fianna Fail,3060,0.042800000000000005,0.39,0,6,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
John Byrne,Cumann na nGaedheal,2113,0.0296,0.27,0,7,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Cormac Breathnach,Fianna Fail,3491,0.0489,0.44,0,8,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Patrick Belton,Non party/Independent,2016,0.0282,0.25,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Sylvester O'Farrell,Cumann na nGaedheal,1575,0.022000000000000002,0.20,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Patrick Leonard,Cumann na nGaedheal,830,0.0116,0.10,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Martin O'Sullivan,Labour,2064,0.028900000000000002,0.26,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Vincent Rice,Cumann na nGaedheal,1865,0.026099999999999998,0.23,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Joseph Troy,Non party/Independent,170,0.0024,0.02,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Jim Larkin Snr,Non party/Independent,3860,0.054000000000000006,0.49,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Denis Cullen,Labour,1380,0.019299999999999998,0.17,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Oscar Kirwan,Fianna Fail,1650,0.0231,0.21,0,,,Male,1932-02-16,not available,17,8,Dublin North,Baile Atha Cliath Thuaidh,7941,
Seán Lemass,Fianna Fail,10426,0.1893,1.51,0,1,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
James Beckett,Cumann na nGaedheal,7381,0.134,1.07,0,2,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Robert Briscoe,Fianna Fail,5676,0.10310000000000001,0.82,0,3,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Myles Keogh,Cumann na nGaedheal,5985,0.10869999999999999,0.87,0,4,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Peadar Doyle,Cumann na nGaedheal,5196,0.0944,0.75,0,5,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Thomas Hennessy,Cumann na nGaedheal,3832,0.0696,0.56,0,6,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
James B Lynch,Fianna Fail,3162,0.0574,0.46,0,7,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Eoghan O'Rahilly,Fianna Fail,2440,0.0443,0.35,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Frank O'Donnell,Fianna Fail,650,0.0118,0.09,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Patrick Medlar,Non party/Independent,2490,0.0452,0.36,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
James Larkin Jnr,Non party/Independent,917,0.0167,0.13,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Eugene Davy,Cumann na nGaedheal,3478,0.0632,0.51,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Richard Hennessy,Labour,1536,0.0279,0.22,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Thomas Lawlor,Labour,1898,0.0345,0.28,0,,,Male,1932-02-16,not available,14,7,Dublin South,Baile Atha Cliath Theas,6884,
Thomas Derrig,Fianna Fail,10022,0.1954,1.17,1,Elected (awaiting update),1,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,TD
Desmond Fitzgerald,Cumann na nGaedheal,6078,0.1185,0.71,0,2,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Seán Gibbons,Fianna Fail,6167,0.1202,0.72,0,3,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
James Pattison,Labour,6833,0.1332,0.80,0,4,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Richard Holohan,National Centre Party,5029,0.0981,0.59,0,5,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Francis Humphreys,Fianna Fail,5614,0.10949999999999999,0.66,0,,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Edward Dundon,Cumann na nGaedheal,5293,0.1032,0.62,0,,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Denis Gorey,Cumann na nGaedheal,4801,0.09359999999999999,0.56,0,,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
James Murphy,Non party/Independent,1453,0.028300000000000002,0.17,0,,,Male,1933-01-24,not available,9,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,8549,
Paddy Smith,Fianna Fail,9446,0.24539999999999998,1.23,1,Elected (awaiting update),1,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
Michael Sheridan,Fianna Fail,8740,0.2271,1.14,1,Elected (awaiting update),2,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
Patrick McGovern,National Centre Party,4103,0.1066,0.53,0,3,,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
John O'Reilly,Cumann na nGaedheal,4966,0.129,0.65,0,4,,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
John Cole,Non party/Independent,6675,0.1734,0.87,0,,,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
John O'Hanlon,National Centre Party,4560,0.1185,0.59,0,,,Male,1933-01-24,not available,6,4,Cavan,(Ulster),7699,
Eamon de Valera,Fianna Fail,18574,0.4207,2.52,0,1,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Patrick Houlihan,Fianna Fail,3289,0.0745,0.45,0,2,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Patrick Burke,Cumann na nGaedheal,5254,0.11900000000000001,0.71,0,3,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Patrick Hogan,Labour,4307,0.0975,0.59,0,4,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Seán O'Grady,Fianna Fail,3079,0.0697,0.42,0,5,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Thomas Flavey,Cumann na nGaedheal,1993,0.0451,0.27,0,,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Martin Sexton,Fianna Fail,3618,0.0819,0.49,0,,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
Patrick Baxter,National Centre Party,4041,0.0915,0.55,0,,,Male,1933-01-24,not available,8,5,Clare,An Clar,7360,
W T Cosgrave,Cumann na nGaedheal,14863,0.2692,1.62,0,1,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Hugo Flinn,Fianna Fail,12696,0.23,1.38,0,2,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Richard Anthony,Non party/Independent,5719,0.1036,0.62,0,3,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
William Desmond,Cumann na nGaedheal,1533,0.0278,0.17,0,4,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Thomas Dowdall,Fianna Fail,5067,0.09179999999999999,0.55,0,5,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
John Horgan,Cumann na nGaedheal,2168,0.0393,0.24,0,,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
